dataset,location,param,depth,value,error,error_type,n_detect,n
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,30.25,48.93617021276596,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,31.75,56.310679611650485,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,33.25,46.95652173913044,,,,
cbrm_2017,KLY17-2,Cladocera/Bosmina sp./RelAbund,34.75,42.10526315789473,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,0.25,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,0.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,1.75,2.4390243902439024,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,3.25,1.098901098901099,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,7.75,3.225806451612903,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,9.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,15.25,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,16.75,1.0204081632653061,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,18.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,19.75,0.9803921568627451,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,21.25,4.273504273504273,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,22.75,5.617977528089887,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,24.25,1.8691588785046727,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,25.75,2.912621359223301,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,27.25,7.6923076923076925,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,28.75,0.9900990099009901,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,30.25,1.0638297872340425,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,31.75,2.912621359223301,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,33.25,0.8695652173913043,,,,
cbrm_2017,KLY17-2,Cladocera/D. pulex complex/RelAbund,34.75,4.385964912280701,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,0.75,1.6260162601626018,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,3.25,1.098901098901099,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,4.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,7.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,15.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,16.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,18.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,19.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,21.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,24.25,0.9345794392523363,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,25.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,27.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,30.25,1.0638297872340425,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,33.25,0.8695652173913043,,,,
cbrm_2017,KLY17-2,Cladocera/H. glacialis/RelAbund,34.75,0.8771929824561403,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,0.75,0.8130081300813009,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,1.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,3.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,4.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,7.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,9.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,10.75,0.9090909090909091,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,12.25,2.0618556701030926,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,15.25,2.1505376344086025,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,16.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,18.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,19.75,0.9803921568627451,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,21.25,0.8547008547008548,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,22.75,1.1235955056179776,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,24.25,1.8691588785046727,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,25.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,27.25,0.9615384615384616,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,30.25,1.0638297872340425,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,33.25,1.7391304347826086,,,,
cbrm_2017,KLY17-2,Cladocera/Eurycercus sp./RelAbund,34.75,0.8771929824561403,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,0.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,3.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,4.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,7.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,9.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,15.25,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,16.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,18.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,19.75,0.9803921568627451,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,21.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,24.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,25.75,1.9417475728155338,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,27.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,30.25,2.127659574468085,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,31.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,33.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Camptocercus sp./RelAbund,34.75,0.8771929824561403,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,0.25,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,0.75,0.8130081300813009,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,1.75,3.6585365853658534,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,3.25,2.197802197802198,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,4.75,2.4096385542168677,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,6.25,2.272727272727273,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,7.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,10.75,0.9090909090909091,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,15.25,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,16.75,1.0204081632653061,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,18.25,2.1052631578947367,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,19.75,0.9803921568627451,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,21.25,1.7094017094017095,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,24.25,1.8691588785046727,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,25.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,27.25,1.9230769230769231,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,30.25,3.1914893617021276,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,31.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,33.25,2.608695652173913,,,,
cbrm_2017,KLY17-2,Cladocera/Acroperus harpae/RelAbund,34.75,1.7543859649122806,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,0.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,3.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,4.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,7.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,15.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,16.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,18.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,19.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,21.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,24.25,0.9345794392523363,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,25.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,27.25,0.9615384615384616,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,30.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,31.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,33.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alonopsis americanus/RelAbund,34.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,0.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,0.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,1.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,3.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,6.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,7.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,9.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,12.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,13.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,15.25,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,16.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,18.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,19.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,21.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,22.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,24.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,25.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,27.25,0.9615384615384616,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,28.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,30.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,31.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,33.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Anchistropus minor/RelAbund,34.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,0.25,2.912621359223301,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,0.75,2.4390243902439024,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,1.75,3.6585365853658534,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,3.25,2.197802197802198,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,6.25,1.1363636363636365,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,7.75,2.1505376344086025,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,10.75,4.545454545454546,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,12.25,2.0618556701030926,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,13.75,2.1739130434782608,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,15.25,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,16.75,4.081632653061225,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,18.25,3.1578947368421053,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,19.75,2.941176470588235,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,21.25,2.564102564102564,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,22.75,1.1235955056179776,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,24.25,2.803738317757009,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,25.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,27.25,1.9230769230769231,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,28.75,1.9801980198019802,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,30.25,2.127659574468085,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,31.75,1.9417475728155338,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,33.25,2.608695652173913,,,,
cbrm_2017,KLY17-2,Cladocera/Alona affinis/RelAbund,34.75,1.7543859649122806,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,0.25,1.9417475728155338,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,0.75,1.6260162601626018,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,1.75,1.2195121951219512,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,3.25,1.098901098901099,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,4.75,1.2048192771084338,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,6.25,1.1363636363636365,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,7.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,10.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,12.25,1.0309278350515463,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,13.75,1.0869565217391304,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,15.25,1.0752688172043012,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,16.75,1.0204081632653061,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,18.25,1.0526315789473684,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,19.75,3.9215686274509802,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,21.25,0.8547008547008548,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,22.75,1.1235955056179776,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,24.25,1.8691588785046727,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,25.75,0,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,27.25,0.9615384615384616,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,28.75,2.9702970297029703,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,30.25,1.0638297872340425,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,31.75,0.9708737864077669,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,33.25,0.8695652173913043,,,,
cbrm_2017,KLY17-2,Cladocera/Alona quadrangularis/RelAbund,34.75,1.7543859649122806,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,0.25,1.9417475728155338,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,0.75,1.6260162601626018,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,1.75,2.4390243902439024,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,3.25,7.6923076923076925,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,4.75,4.819277108433735,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,6.25,1.1363636363636365,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,7.75,4.301075268817205,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,9.25,0.9523809523809524,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,10.75,0.9090909090909091,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,12.25,1.0309278350515463,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,13.75,4.3478260869565215,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,15.25,2.1505376344086025,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,16.75,2.0408163265306123,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,18.25,3.1578947368421053,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,19.75,1.9607843137254901,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,21.25,4.273504273504273,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,22.75,3.3707865168539324,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,24.25,2.803738317757009,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,25.75,3.8834951456310676,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,27.25,2.8846153846153846,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,28.75,1.9801980198019802,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,30.25,3.1914893617021276,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,31.75,3.8834951456310676,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,33.25,4.3478260869565215,,,,
cbrm_2017,KLY17-2,Cladocera/Alona guttata/RelAbund,34.75,5.263157894736842,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,0.25,3.8834951456310676,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,0.75,8.94308943089431,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,1.75,2.4390243902439024,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,3.25,8.791208791208792,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,4.75,4.819277108433735,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,6.25,2.272727272727273,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,7.75,4.301075268817205,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,9.25,3.8095238095238098,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,10.75,4.545454545454546,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,12.25,1.0309278350515463,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,13.75,6.521739130434782,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,15.25,4.301075268817205,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,16.75,6.122448979591836,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,18.25,4.2105263157894735,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,19.75,3.9215686274509802,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,21.25,4.273504273504273,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,22.75,3.3707865168539324,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,24.25,3.7383177570093453,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,25.75,2.912621359223301,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,27.25,6.730769230769231,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,28.75,5.9405940594059405,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,30.25,4.25531914893617,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,31.75,4.854368932038835,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,33.25,2.608695652173913,,,,
cbrm_2017,KLY17-2,Cladocera/Alona intermedia/RelAbund,34.75,7.894736842105263,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,0.25,6.796116504854369,,,,
cbrm_2017,KLY17-2,Cladocera/Alona costata/RelAbund,0.75,2.4390243902439024,,,,
